topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should prohibit women in combat,women are weaker on average than men. in combat only the strongest should be allowed.,Women soldier capture is a big concern,1,0,train,0.8529229760169983
We should prohibit women in combat,women are weaker than men and thus would be more of a burden than a help in the battlefield.,Women should serve in safer roles,1,0,train,0.900166392326355
We should prohibit women in combat,women are weaker than men and thus would be more of a burden than a help in the battlefield.,Women soldier capture is a big concern,1,0,train,0.900166392326355
We should prohibit women in combat,women are weaker than men so it is folly to allow them to engage in combat.,Women cannot overcome physical/emotional/mental barriers,1,1,train,0.8260537385940552
We should prohibit women in combat,women are weaker than men so it is folly to allow them to engage in combat.,Women in combat can be a distraction or harm the function of the military,1,0,train,0.8260537385940552
We should prohibit women in combat,women are weaker than men so it is folly to allow them to engage in combat.,Women should serve in safer roles,1,0,train,0.8260537385940552
We should prohibit women in combat,women are weaker than men so it is folly to allow them to engage in combat.,Women soldier capture is a big concern,1,0,train,0.8260537385940552
We should prohibit women in combat,women aren't as physically capable as men of handling the physical pressures of combat.,Women cannot overcome physical/emotional/mental barriers,1,1,train,0.9289124608039856
We should prohibit women in combat,women aren't as physically capable as men of handling the physical pressures of combat.,Women in combat can be a distraction or harm the function of the military,1,0,train,0.9289124608039856
We should prohibit women in combat,women aren't as physically capable as men of handling the physical pressures of combat.,Women should serve in safer roles,1,0,train,0.9289124608039856
We should prohibit women in combat,women aren't as physically capable as men of handling the physical pressures of combat.,Women soldier capture is a big concern,1,0,train,0.9289124608039856
We should prohibit women in combat,Women belong in combat just as much as men do because they are trained just as hard as men.,Women can create unique skills/strategies,-1,0,train,0.868058979511261
We should prohibit women in combat,Women belong in combat just as much as men do because they are trained just as hard as men.,Women should be able to serve in combat if they choose to,-1,0,train,0.868058979511261
We should prohibit women in combat,Women belong in combat just as much as men do because they are trained just as hard as men.,Women should be accepted as long as they pass the tests,-1,1,train,0.868058979511261
We should prohibit women in combat,Women bring a lot of intelligence and strategy when they go into combat that enhances the effectiveness of their units.,There should be equality between men and women.,-1,0,train,0.9119552373886108
We should prohibit women in combat,Women bring a lot of intelligence and strategy when they go into combat that enhances the effectiveness of their units.,Women can create unique skills/strategies,-1,1,train,0.9119552373886108
We should prohibit women in combat,Women bring a lot of intelligence and strategy when they go into combat that enhances the effectiveness of their units.,Women can overcome differences and be just as capable in combat,-1,0,train,0.9119552373886108
We should prohibit women in combat,Women bring a lot of intelligence and strategy when they go into combat that enhances the effectiveness of their units.,Women should be able to serve in combat if they choose to,-1,0,train,0.9119552373886108
We should prohibit women in combat,Women bring a lot of intelligence and strategy when they go into combat that enhances the effectiveness of their units.,Women should be accepted as long as they pass the tests,-1,0,train,0.9119552373886108
We should prohibit women in combat,"Women bring different and unique skills to combat roles and should be allowed to serve. They are better at collective reasoning, group work and creating a collaborative plan for success.",There should be equality between men and women.,-1,0,train,0.9424229860305786
We should prohibit women in combat,"Women bring different and unique skills to combat roles and should be allowed to serve. They are better at collective reasoning, group work and creating a collaborative plan for success.",Women can create unique skills/strategies,-1,1,train,0.9424229860305786
We should prohibit women in combat,"Women bring different and unique skills to combat roles and should be allowed to serve. They are better at collective reasoning, group work and creating a collaborative plan for success.",Women can overcome differences and be just as capable in combat,-1,0,train,0.9424229860305786
We should prohibit women in combat,"Women bring different and unique skills to combat roles and should be allowed to serve. They are better at collective reasoning, group work and creating a collaborative plan for success.",Women should be able to serve in combat if they choose to,-1,0,train,0.9424229860305786
We should prohibit women in combat,"Women bring different and unique skills to combat roles and should be allowed to serve. They are better at collective reasoning, group work and creating a collaborative plan for success.",Women should be accepted as long as they pass the tests,-1,0,train,0.9424229860305786
We should prohibit women in combat,women can be as physically capable as men and because they think differently to men can bring a different perspective that could be invaluable in combat.,There should be equality between men and women.,-1,0,train,0.8604348301887512
We should prohibit women in combat,women can be as physically capable as men and because they think differently to men can bring a different perspective that could be invaluable in combat.,Women can create unique skills/strategies,-1,1,train,0.8604348301887512
We should prohibit women in combat,women can be as physically capable as men and because they think differently to men can bring a different perspective that could be invaluable in combat.,Women should be able to serve in combat if they choose to,-1,0,train,0.8604348301887512
We should prohibit women in combat,women can be as physically capable as men and because they think differently to men can bring a different perspective that could be invaluable in combat.,Women should be accepted as long as they pass the tests,-1,0,train,0.8604348301887512
We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women are an asset in combat,-1,0,train,0.8133324980735779
We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women can create unique skills/strategies,-1,0,train,0.8133324980735779
We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women can overcome differences and be just as capable in combat,-1,1,train,0.8133324980735779
We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women should be able to serve in combat if they choose to,-1,0,train,0.8133324980735779
We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women should be accepted as long as they pass the tests,-1,0,train,0.8133324980735779
We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,There should be equality between men and women.,-1,1,train,0.9003002047538757
We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,Women are an asset in combat,-1,0,train,0.9003002047538757
We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,Women can create unique skills/strategies,-1,0,train,0.9003002047538757
We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,Women can overcome differences and be just as capable in combat,-1,1,train,0.9003002047538757
We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,Women should be able to serve in combat if they choose to,-1,0,train,0.9003002047538757
We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,Women should be accepted as long as they pass the tests,-1,0,train,0.9003002047538757
We should prohibit women in combat,women can be of service in combat just as much as men.,Women can create unique skills/strategies,-1,0,train,0.7477842569351196
We should prohibit women in combat,women can be of service in combat just as much as men.,Women should be able to serve in combat if they choose to,-1,0,train,0.7477842569351196
We should prohibit women in combat,women can be of service in combat just as much as men.,Women should be accepted as long as they pass the tests,-1,0,train,0.7477842569351196
We should prohibit women in combat,women can be trained to be as strong as men and bring a different way of thinking that could help operations.,There should be equality between men and women.,-1,0,train,0.8564846515655518
We should prohibit women in combat,women can be trained to be as strong as men and bring a different way of thinking that could help operations.,Women should be able to serve in combat if they choose to,-1,0,train,0.8564846515655518
We should prohibit women in combat,women can be trained to be as strong as men and bring a different way of thinking that could help operations.,Women should be accepted as long as they pass the tests,-1,0,train,0.8564846515655518
We should prohibit women in combat,women can do almost everything a man can but she is the weaker sex and should not be in combat,Women cannot overcome physical/emotional/mental barriers,1,1,train,0.800389289855957
We should prohibit women in combat,women can do almost everything a man can but she is the weaker sex and should not be in combat,Women in combat can be a distraction or harm the function of the military,1,0,train,0.800389289855957
We should prohibit women in combat,women can do almost everything a man can but she is the weaker sex and should not be in combat,Women should serve in safer roles,1,0,train,0.800389289855957
We should prohibit women in combat,women can do almost everything a man can but she is the weaker sex and should not be in combat,Women soldier capture is a big concern,1,0,train,0.800389289855957
We should prohibit women in combat,women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.,There should be equality between men and women.,-1,1,train,0.8337998986244202
We should prohibit women in combat,women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.,Women are an asset in combat,-1,0,train,0.8337998986244202
We should prohibit women in combat,women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.,Women can create unique skills/strategies,-1,0,train,0.8337998986244202
We should prohibit women in combat,women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.,Women should be able to serve in combat if they choose to,-1,0,train,0.8337998986244202
We should prohibit women in combat,women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.,Women should be accepted as long as they pass the tests,-1,0,train,0.8337998986244202
We should prohibit women in combat,"women can do anything that men can do. since combat is a numbers game, not allowing women on the combat field would be foolish.",There should be equality between men and women.,-1,0,train,0.8011284470558167
We should prohibit women in combat,"women can do anything that men can do. since combat is a numbers game, not allowing women on the combat field would be foolish.",Women are an asset in combat,-1,0,train,0.8011284470558167
We should prohibit women in combat,"women can do anything that men can do. since combat is a numbers game, not allowing women on the combat field would be foolish.",Women can create unique skills/strategies,-1,0,train,0.8011284470558167
We should prohibit women in combat,"women can do anything that men can do. since combat is a numbers game, not allowing women on the combat field would be foolish.",Women should be able to serve in combat if they choose to,-1,0,train,0.8011284470558167
We should prohibit women in combat,"women can do anything that men can do. since combat is a numbers game, not allowing women on the combat field would be foolish.",Women should be accepted as long as they pass the tests,-1,0,train,0.8011284470558167
We should prohibit women in combat,"women can do everything a man can do and if they pass all required tests and tasks, then they should be allowed in combat.",Women are an asset in combat,-1,0,train,0.9164838790893555
We should prohibit women in combat,"women can do everything a man can do and if they pass all required tests and tasks, then they should be allowed in combat.",Women can create unique skills/strategies,-1,0,train,0.9164838790893555
We should prohibit women in combat,"women can do everything a man can do and if they pass all required tests and tasks, then they should be allowed in combat.",Women can overcome differences and be just as capable in combat,-1,0,train,0.9164838790893555
We should prohibit women in combat,"women can do everything a man can do and if they pass all required tests and tasks, then they should be allowed in combat.",Women should be able to serve in combat if they choose to,-1,0,train,0.9164838790893555
We should prohibit women in combat,"women can do everything a man can do and if they pass all required tests and tasks, then they should be allowed in combat.",Women should be accepted as long as they pass the tests,-1,1,train,0.9164838790893555
We should prohibit women in combat,women can do the job just as well as any man can this is not the dark ages anymore.,There should be equality between men and women.,-1,1,train,0.5558032393455505
We should prohibit women in combat,women can do the job just as well as any man can this is not the dark ages anymore.,Women are an asset in combat,-1,0,train,0.5558032393455505
We should prohibit women in combat,women can do the job just as well as any man can this is not the dark ages anymore.,Women can create unique skills/strategies,-1,0,train,0.5558032393455505
We should prohibit women in combat,women can do the job just as well as any man can this is not the dark ages anymore.,Women should be accepted as long as they pass the tests,-1,0,train,0.5558032393455505
We should prohibit women in combat,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,There should be equality between men and women.,-1,1,train,0.8705287575721741
We should prohibit women in combat,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,Women are an asset in combat,-1,0,train,0.8705287575721741
We should prohibit women in combat,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,Women can create unique skills/strategies,-1,0,train,0.8705287575721741
We should prohibit women in combat,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,Women can overcome differences and be just as capable in combat,-1,0,train,0.8705287575721741
We should prohibit women in combat,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,Women should be able to serve in combat if they choose to,-1,1,train,0.8705287575721741
We should prohibit women in combat,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,Women should be accepted as long as they pass the tests,-1,0,train,0.8705287575721741
We should prohibit women in combat,women can not physically perform like a man can and should not be in situations where they need to rescue someone physically they are unable to do.,Women cannot overcome physical/emotional/mental barriers,1,1,train,0.8724316954612732
We should prohibit women in combat,women can not physically perform like a man can and should not be in situations where they need to rescue someone physically they are unable to do.,Women in combat can be a distraction or harm the function of the military,1,0,train,0.8724316954612732
We should prohibit women in combat,women can not physically perform like a man can and should not be in situations where they need to rescue someone physically they are unable to do.,Women should serve in safer roles,1,0,train,0.8724316954612732
We should prohibit women in combat,women can not physically perform like a man can and should not be in situations where they need to rescue someone physically they are unable to do.,Women soldier capture is a big concern,1,0,train,0.8724316954612732
We should prohibit women in combat,"women can perform as well as men in combat situations, sometimes better. they can strategize and problem solve in great ways during combat situations.",Women should be able to serve in combat if they choose to,-1,0,train,0.9443197846412659
We should prohibit women in combat,"women can perform as well as men in combat situations, sometimes better. they can strategize and problem solve in great ways during combat situations.",Women should be accepted as long as they pass the tests,-1,0,train,0.9443197846412659
We should prohibit women in combat,women can provide supporting roles in combat that complement the roles of men they serve with.,There should be equality between men and women.,-1,0,train,0.8776596784591675
We should prohibit women in combat,women can provide supporting roles in combat that complement the roles of men they serve with.,Women are an asset in combat,-1,1,train,0.8776596784591675
We should prohibit women in combat,women can provide supporting roles in combat that complement the roles of men they serve with.,Women can create unique skills/strategies,-1,0,train,0.8776596784591675
We should prohibit women in combat,women can provide supporting roles in combat that complement the roles of men they serve with.,Women should be able to serve in combat if they choose to,-1,0,train,0.8776596784591675
We should prohibit women in combat,women can provide supporting roles in combat that complement the roles of men they serve with.,Women should be accepted as long as they pass the tests,-1,0,train,0.8776596784591675
We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Men are better suited to combat roles than women,1,1,train,0.9153947234153748
We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Women cannot overcome physical/emotional/mental barriers,1,1,train,0.9153947234153748
We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Women in combat can be a distraction or harm the function of the military,1,0,train,0.9153947234153748
We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Women should serve in safer roles,1,0,train,0.9153947234153748
We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Women soldier capture is a big concern,1,0,train,0.9153947234153748
We should prohibit women in combat,women do not have the physical strength to support their counterparts in combat.,Women cannot overcome physical/emotional/mental barriers,1,1,train,0.9425550103187561
We should prohibit women in combat,women do not have the physical strength to support their counterparts in combat.,Women in combat can be a distraction or harm the function of the military,1,0,train,0.9425550103187561
We should prohibit women in combat,women do not have the physical strength to support their counterparts in combat.,Women should serve in safer roles,1,0,train,0.9425550103187561
We should prohibit women in combat,women do not have the physical strength to support their counterparts in combat.,Women soldier capture is a big concern,1,0,train,0.9425550103187561
We should prohibit women in combat,women do not have the skills or dispositions necessary to be assets in combat situations.,Men are better suited to combat roles than women,1,1,train,0.9429430961608887
We should prohibit women in combat,women do not have the skills or dispositions necessary to be assets in combat situations.,Women in combat can be a distraction or harm the function of the military,1,0,train,0.9429430961608887
We should prohibit women in combat,women do not have the skills or dispositions necessary to be assets in combat situations.,Women should serve in safer roles,1,0,train,0.9429430961608887
We should prohibit women in combat,women do not have the skills or dispositions necessary to be assets in combat situations.,Women soldier capture is a big concern,1,0,train,0.9429430961608887
We should prohibit women in combat,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Men are better suited to combat roles than women,1,0,train,0.8857455849647522
We should prohibit women in combat,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Women cannot overcome physical/emotional/mental barriers,1,1,train,0.8857455849647522
We should prohibit women in combat,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Women in combat can be a distraction or harm the function of the military,1,0,train,0.8857455849647522
We should prohibit women in combat,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Women should serve in safer roles,1,0,train,0.8857455849647522
We should prohibit women in combat,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Women soldier capture is a big concern,1,0,train,0.8857455849647522
We should prohibit women in combat,"women have already proven themselves in combat, therefore they should be allowed to continue to help their country in this capacity.",Women can create unique skills/strategies,-1,0,train,0.9108738303184509
We should prohibit women in combat,"women have already proven themselves in combat, therefore they should be allowed to continue to help their country in this capacity.",Women can overcome differences and be just as capable in combat,-1,1,train,0.9108738303184509
We should prohibit women in combat,women have been fighting for equal rights for years and prohibiting women in combat would be a giant step backwards.,There should be equality between men and women.,-1,1,train,0.9322400689125061
We should prohibit women in combat,women have been fighting for equal rights for years and prohibiting women in combat would be a giant step backwards.,Women are an asset in combat,-1,0,train,0.9322400689125061
We should prohibit women in combat,women have been fighting for equal rights for years and prohibiting women in combat would be a giant step backwards.,Women can create unique skills/strategies,-1,0,train,0.9322400689125061
We should prohibit women in combat,women have been fighting for equal rights for years and prohibiting women in combat would be a giant step backwards.,Women can overcome differences and be just as capable in combat,-1,0,train,0.9322400689125061
We should prohibit women in combat,women have been fighting for equal rights for years and prohibiting women in combat would be a giant step backwards.,Women should be able to serve in combat if they choose to,-1,0,train,0.9322400689125061
We should prohibit women in combat,women have been fighting for equal rights for years and prohibiting women in combat would be a giant step backwards.,Women should be accepted as long as they pass the tests,-1,0,train,0.9322400689125061
We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",There should be equality between men and women.,-1,1,train,0.9271948337554932
We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",Women are an asset in combat,-1,0,train,0.9271948337554932
We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",Women can create unique skills/strategies,-1,0,train,0.9271948337554932
We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",Women can overcome differences and be just as capable in combat,-1,0,train,0.9271948337554932
We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",Women should be able to serve in combat if they choose to,-1,0,train,0.9271948337554932
We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",Women should be accepted as long as they pass the tests,-1,0,train,0.9271948337554932
We should prohibit women in combat,"women have fought for the right to serve. there is no prohibiting of women on combat, they earned the right to fight and die.",There should be equality between men and women.,-1,1,train,0.8509602546691895
We should prohibit women in combat,"women have fought for the right to serve. there is no prohibiting of women on combat, they earned the right to fight and die.",Women are an asset in combat,-1,0,train,0.8509602546691895
We should prohibit women in combat,"women have fought for the right to serve. there is no prohibiting of women on combat, they earned the right to fight and die.",Women can create unique skills/strategies,-1,0,train,0.8509602546691895
We should prohibit women in combat,"women have fought for the right to serve. there is no prohibiting of women on combat, they earned the right to fight and die.",Women can overcome differences and be just as capable in combat,-1,0,train,0.8509602546691895
We should prohibit women in combat,"women have fought for the right to serve. there is no prohibiting of women on combat, they earned the right to fight and die.",Women should be accepted as long as they pass the tests,-1,0,train,0.8509602546691895
We should prohibit women in combat,"Women have fought long and hard for equality in all walks of life including the forces, if they are trained and able then there is no reason why they cannot be on the front line with men",There should be equality between men and women.,-1,1,train,0.897729218006134
We should prohibit women in combat,"Women have fought long and hard for equality in all walks of life including the forces, if they are trained and able then there is no reason why they cannot be on the front line with men",Women are an asset in combat,-1,0,train,0.897729218006134
We should prohibit women in combat,"Women have fought long and hard for equality in all walks of life including the forces, if they are trained and able then there is no reason why they cannot be on the front line with men",Women can create unique skills/strategies,-1,0,train,0.897729218006134
We should prohibit women in combat,"Women have fought long and hard for equality in all walks of life including the forces, if they are trained and able then there is no reason why they cannot be on the front line with men",Women should be accepted as long as they pass the tests,-1,0,train,0.897729218006134
We should prohibit women in combat,women have proven that they could be as good as men in many fields; who's to say they couldn't also be good soldiers?,Women are an asset in combat,-1,0,train,0.839726984500885
We should prohibit women in combat,women have proven that they could be as good as men in many fields; who's to say they couldn't also be good soldiers?,Women can create unique skills/strategies,-1,0,train,0.839726984500885
We should prohibit women in combat,women have proven that they could be as good as men in many fields; who's to say they couldn't also be good soldiers?,Women should be accepted as long as they pass the tests,-1,0,train,0.839726984500885
We should prohibit women in combat,women have right to choose their career path and as long as they are well suited and fully aware of the risks there is no reason why they shouldn't be in combat,Women are an asset in combat,-1,0,train,0.911106526851654
We should prohibit women in combat,women have right to choose their career path and as long as they are well suited and fully aware of the risks there is no reason why they shouldn't be in combat,Women can create unique skills/strategies,-1,0,train,0.911106526851654
We should prohibit women in combat,women have right to choose their career path and as long as they are well suited and fully aware of the risks there is no reason why they shouldn't be in combat,Women can overcome differences and be just as capable in combat,-1,0,train,0.911106526851654
We should prohibit women in combat,women have right to choose their career path and as long as they are well suited and fully aware of the risks there is no reason why they shouldn't be in combat,Women should be able to serve in combat if they choose to,-1,1,train,0.911106526851654
We should prohibit women in combat,women have right to choose their career path and as long as they are well suited and fully aware of the risks there is no reason why they shouldn't be in combat,Women should be accepted as long as they pass the tests,-1,0,train,0.911106526851654
We should prohibit women in combat,women have right to choose their careers and follow their passions therefore they should be allow to combat if that's their goal and if they are fit for it,Women are an asset in combat,-1,0,train,0.8606637716293335
We should prohibit women in combat,women have right to choose their careers and follow their passions therefore they should be allow to combat if that's their goal and if they are fit for it,Women can create unique skills/strategies,-1,0,train,0.8606637716293335
We should prohibit women in combat,women have right to choose their careers and follow their passions therefore they should be allow to combat if that's their goal and if they are fit for it,Women can overcome differences and be just as capable in combat,-1,0,train,0.8606637716293335
We should prohibit women in combat,women have right to choose their careers and follow their passions therefore they should be allow to combat if that's their goal and if they are fit for it,Women should be able to serve in combat if they choose to,-1,1,train,0.8606637716293335
We should prohibit women in combat,women have shown the strength and ability to be able to fight alongside men.,There should be equality between men and women.,-1,0,train,0.8817662596702576
We should prohibit women in combat,women have shown the strength and ability to be able to fight alongside men.,Women can create unique skills/strategies,-1,0,train,0.8817662596702576
We should prohibit women in combat,women have shown the strength and ability to be able to fight alongside men.,Women should be able to serve in combat if they choose to,-1,0,train,0.8817662596702576
We should prohibit women in combat,women have shown the strength and ability to be able to fight alongside men.,Women should be accepted as long as they pass the tests,-1,0,train,0.8817662596702576
We should prohibit women in combat,women have the equal right to fight in combat zones if they feel that is what they should do and are capable and so should not be prohibited from doing so.,Women are an asset in combat,-1,0,train,0.920409083366394
We should prohibit women in combat,women have the equal right to fight in combat zones if they feel that is what they should do and are capable and so should not be prohibited from doing so.,Women can create unique skills/strategies,-1,0,train,0.920409083366394
We should prohibit women in combat,women have the equal right to fight in combat zones if they feel that is what they should do and are capable and so should not be prohibited from doing so.,Women can overcome differences and be just as capable in combat,-1,0,train,0.920409083366394
We should prohibit women in combat,women have the equal right to fight in combat zones if they feel that is what they should do and are capable and so should not be prohibited from doing so.,Women should be able to serve in combat if they choose to,-1,1,train,0.920409083366394
We should prohibit women in combat,women have the equal right to fight in combat zones if they feel that is what they should do and are capable and so should not be prohibited from doing so.,Women should be accepted as long as they pass the tests,-1,0,train,0.920409083366394
We should prohibit women in combat,women have the knowledge and abilities to be able to contribute in any combat situation.,There should be equality between men and women.,-1,0,train,0.9336553812026978
We should prohibit women in combat,women have the knowledge and abilities to be able to contribute in any combat situation.,Women can overcome differences and be just as capable in combat,-1,1,train,0.9336553812026978
We should prohibit women in combat,women have the knowledge and abilities to be able to contribute in any combat situation.,Women should be able to serve in combat if they choose to,-1,0,train,0.9336553812026978
We should prohibit women in combat,women have the knowledge and abilities to be able to contribute in any combat situation.,Women should be accepted as long as they pass the tests,-1,0,train,0.9336553812026978
We should prohibit women in combat,women have the right to equal opportunity including military combat.,There should be equality between men and women.,-1,1,train,0.9270973801612854
We should prohibit women in combat,women have the right to equal opportunity including military combat.,Women are an asset in combat,-1,0,train,0.9270973801612854
We should prohibit women in combat,women have the right to equal opportunity including military combat.,Women can create unique skills/strategies,-1,0,train,0.9270973801612854
We should prohibit women in combat,women have the right to equal opportunity including military combat.,Women can overcome differences and be just as capable in combat,-1,0,train,0.9270973801612854
We should prohibit women in combat,women have the right to equal opportunity including military combat.,Women should be able to serve in combat if they choose to,-1,0,train,0.9270973801612854
We should prohibit women in combat,women have the right to equal opportunity including military combat.,Women should be accepted as long as they pass the tests,-1,0,train,0.9270973801612854
We should prohibit women in combat,women have the right to fight just as men do.,There should be equality between men and women.,-1,1,train,0.8239587545394897
We should prohibit women in combat,women have the right to fight just as men do.,Women are an asset in combat,-1,0,train,0.8239587545394897
We should prohibit women in combat,women have the right to fight just as men do.,Women can create unique skills/strategies,-1,0,train,0.8239587545394897
We should prohibit women in combat,women have the right to fight just as men do.,Women can overcome differences and be just as capable in combat,-1,0,train,0.8239587545394897
We should prohibit women in combat,women have the right to fight just as men do.,Women should be able to serve in combat if they choose to,-1,1,train,0.8239587545394897
We should prohibit women in combat,women have the right to fight just as men do.,Women should be accepted as long as they pass the tests,-1,0,train,0.8239587545394897
We should prohibit women in combat,"women have the same right to bodily autonomy as men and this includes choosing a career path, including service in a combat role",Women are an asset in combat,-1,0,train,0.9508141279220581
We should prohibit women in combat,"women have the same right to bodily autonomy as men and this includes choosing a career path, including service in a combat role",Women can create unique skills/strategies,-1,0,train,0.9508141279220581
We should prohibit women in combat,"women have the same right to bodily autonomy as men and this includes choosing a career path, including service in a combat role",Women should be able to serve in combat if they choose to,-1,1,train,0.9508141279220581
We should prohibit women in combat,"women have the same right to bodily autonomy as men and this includes choosing a career path, including service in a combat role",Women should be accepted as long as they pass the tests,-1,0,train,0.9508141279220581
We should prohibit women in combat,women in are just as capable as men combat,Women are an asset in combat,-1,0,train,0.4670870900154114
We should prohibit women in combat,women in are just as capable as men combat,Women can create unique skills/strategies,-1,0,train,0.4670870900154114
We should prohibit women in combat,women in are just as capable as men combat,Women should be able to serve in combat if they choose to,-1,0,train,0.4670870900154114
We should prohibit women in combat,women in are just as capable as men combat,Women should be accepted as long as they pass the tests,-1,0,train,0.4670870900154114
We should prohibit women in combat,women in armed conflicts are prone to violations by enemies,Men are better suited to combat roles than women,1,0,train,0.8629567623138428
We should prohibit women in combat,women in armed conflicts are prone to violations by enemies,Women cannot overcome physical/emotional/mental barriers,1,0,train,0.8629567623138428
We should prohibit women in combat,women in armed conflicts are prone to violations by enemies,Women in combat can be a distraction or harm the function of the military,1,0,train,0.8629567623138428
We should prohibit women in combat,women in armed conflicts are prone to violations by enemies,Women should serve in safer roles,1,0,train,0.8629567623138428
We should prohibit women in combat,women in armed conflicts are prone to violations by enemies,Women soldier capture is a big concern,1,1,train,0.8629567623138428
We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Men are better suited to combat roles than women,1,0,train,0.8884240388870239
We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Women cannot overcome physical/emotional/mental barriers,1,0,train,0.8884240388870239
We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Women in combat can be a distraction or harm the function of the military,1,1,train,0.8884240388870239
We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Women should serve in safer roles,1,0,train,0.8884240388870239
We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Women soldier capture is a big concern,1,0,train,0.8884240388870239
We should prohibit women in combat,"women in combat are more prone to assault and targeting, which can hurt the operation as a whole.",Men are better suited to combat roles than women,1,0,train,0.9519566893577576
We should prohibit women in combat,"women in combat are more prone to assault and targeting, which can hurt the operation as a whole.",Women cannot overcome physical/emotional/mental barriers,1,0,train,0.9519566893577576
We should prohibit women in combat,"women in combat are more prone to assault and targeting, which can hurt the operation as a whole.",Women in combat can be a distraction or harm the function of the military,1,0,train,0.9519566893577576
We should prohibit women in combat,"women in combat are more prone to assault and targeting, which can hurt the operation as a whole.",Women should serve in safer roles,1,0,train,0.9519566893577576
We should prohibit women in combat,women in combat are unnecessary and just helping people becoming more violent,Men are better suited to combat roles than women,1,0,train,0.8254846334457397
We should prohibit women in combat,women in combat are unnecessary and just helping people becoming more violent,Women cannot overcome physical/emotional/mental barriers,1,0,train,0.8254846334457397
We should prohibit women in combat,women in combat are unnecessary and just helping people becoming more violent,Women in combat can be a distraction or harm the function of the military,1,0,train,0.8254846334457397
We should prohibit women in combat,women in combat are unnecessary and just helping people becoming more violent,Women should serve in safer roles,1,0,train,0.8254846334457397
We should prohibit women in combat,women in combat are unnecessary and just helping people becoming more violent,Women soldier capture is a big concern,1,0,train,0.8254846334457397
